MAKE,PRICE,YEAR,KILOMETER,FUEL TYPE,TRANSMISSION,COLOR,OWNER,SELLER TYPE,ENGINE,MAX POWER,MAX TORQUE,DRIVETRAIN,LENGTH,WIDTH,HEIGHT,SEATING CAPACITY,FUEL TANK CAPACITY
Hyundai,335000,2016,64000,Diesel,Manual,White,Second,Individual,1186.0,74.0,190.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Hyundai,649000,2020,52236,Petrol,Manual,Silver,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Honda,400000,2013,76000,Petrol,Manual,White,First,Individual,1497.0,116.0,146.0,FWD,4440.0,1695.0,1485.0,5.0,42.0
BMW,5500000,2020,19000,Petrol,Automatic,Black,First,Individual,1998.0,248.0,350.0,RWD,4633.0,1811.0,1429.0,5.0,57.0
Toyota,1375000,2013,97000,Diesel,Manual,White,First,Individual,2982.0,169.0,343.0,RWD,4705.0,1840.0,1850.0,7.0,80.0
Hyundai,1190000,2018,76000,Diesel,Automatic,White,First,Individual,1582.0,126.0,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Tata,1930000,2021,15000,Diesel,Manual,Black,First,Individual,1956.0,168.0,350.0,FWD,4598.0,1894.0,1706.0,5.0,50.0
Toyota,990000,2015,98000,Diesel,Manual,Gold,First,Individual,2494.0,101.0,200.0,RWD,4585.0,1765.0,1760.0,7.0,55.0
Hyundai,725000,2017,36597,Petrol,Manual,Red,Second,Individual,1197.0,82.0,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
Mercedes-Benz,6100000,2022,500,Diesel,Automatic,Grey,First,Individual,1950.0,192.0,400.0,RWD,4686.0,1810.0,1442.0,5.0,66.0
Maruti Suzuki,575000,2015,48000,Petrol,Manual,Red,First,Individual,1373.0,91.0,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Land Rover,3200000,2016,55000,Diesel,Automatic,Blue,Second,Individual,1999.0,177.0,430.0,AWD,4600.0,2069.0,1690.0,7.0,65.0
Toyota,2850000,2022,16000,Diesel,Automatic,White,First,Individual,2393.0,148.0,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Maruti Suzuki,725000,2016,53000,Petrol,Manual,Grey,First,Individual,1373.0,94.0,130.0,FWD,4296.0,1695.0,1685.0,7.0,45.0
Nissan,380000,2013,35000,Diesel,Manual,Grey,First,Individual,1461.0,85.0,200.0,FWD,4425.0,1695.0,1505.0,5.0,41.0
Honda,434999,2014,50000,Petrol,Automatic,White,First,Individual,1199.0,89.0,110.0,FWD,3990.0,1680.0,1505.0,5.0,35.0
Volkswagen,425000,2016,52600,Petrol,Manual,Silver,First,Individual,1198.0,74.0,110.0,FWD,3971.0,1682.0,1469.0,5.0,45.0
Honda,675000,2020,25000,Petrol,Manual,White,First,Individual,1199.0,89.0,110.0,FWD,3995.0,1695.0,1501.0,5.0,35.0
Hyundai,399000,2014,74000,Petrol,Manual,White,First,Individual,1197.0,81.0,114.0,FWD,3995.0,1660.0,1520.0,5.0,43.0
Volkswagen,685000,2015,85000,Diesel,Automatic,Grey,First,Individual,1498.0,103.0,250.0,FWD,4384.0,1699.0,1466.0,5.0,55.0
Volkswagen,940000,2021,35000,Petrol,Manual,Maroon,First,Corporate,1598.0,103.0,153.0,FWD,4390.0,1699.0,1467.0,5.0,55.0
Mercedes-Benz,13100000,2021,17000,Petrol,Automatic,White,First,Individual,2999.0,362.0,500.0,AWD,5207.0,2157.0,1823.0,7.0,90.0
Audi,2690000,2016,57000,Diesel,Automatic,White,First,Individual,1968.0,174.0,380.0,AWD,4629.0,1898.0,1653.0,5.0,75.0
Honda,1255000,2021,10000,Petrol,Manual,White,First,Corporate,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Hyundai,390000,2014,46000,Petrol,Manual,Orange,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Hyundai,525000,2014,64000,Diesel,Manual,White,Second,Individual,1582.0,126.0,260.0,FWD,4370.0,1700.0,1475.0,5.0,43.0
Audi,3450000,2022,4600,Petrol,Automatic,Blue,First,Individual,1984.0,188.0,320.0,AWD,4318.0,1805.0,1548.0,5.0,55.0
Mahindra,1090000,2017,144933,Diesel,Manual,White,First,Individual,2179.0,138.0,330.0,FWD,4585.0,1890.0,1785.0,7.0,70.0
Toyota,434999,2015,32545,Petrol,Manual,Silver,First,Individual,1197.0,79.0,104.0,FWD,3895.0,1735.0,1555.0,5.0,45.0
Hyundai,2089999,2019,31000,Diesel,Automatic,White,First,Individual,1995.0,182.0,400.0,FWD,4475.0,1850.0,1660.0,5.0,62.0
Maruti Suzuki,500000,2015,50000,Diesel,Manual,Silver,Second,Individual,1248.0,74.0,190.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,400000,2015,65000,Diesel,Manual,Silver,Second,Individual,1248.0,74.0,190.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
Hyundai,225000,2012,26000,Petrol,Manual,White,First,Individual,1086.0,68.0,99.08,FWD,3585.0,1595.0,1550.0,5.0,35.0
Mahindra,965000,2021,27000,Diesel,Manual,Black,First,Individual,1497.0,115.0,300.0,FWD,3995.0,1821.0,1627.0,5.0,42.0
Hyundai,825000,2017,62000,Diesel,Manual,White,First,Individual,1396.0,89.0,224.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Hyundai,254999,2012,17000,Petrol,Manual,Silver,First,Individual,1086.0,62.0,96.0,FWD,3565.0,1525.0,1590.0,5.0,35.0
Mahindra,525000,2015,39234,Diesel,Manual,White,Second,Individual,2523.0,63.0,195.0,RWD,4107.0,1745.0,1880.0,7.0,60.0
Ford,285000,2013,72000,Diesel,Manual,Silver,First,Individual,1498.0,89.0,204.0,FWD,3999.0,1765.0,1708.0,5.0,52.0
Chevrolet,229999,2011,41215,Diesel,Manual,Silver,First,Individual,936.0,58.0,150.0,FWD,3640.0,1595.0,1520.0,5.0,35.0
Volvo,4400000,2020,16519,Petrol,Automatic,White,First,Corporate,1969.0,187.0,300.0,FWD,4425.0,1863.0,1652.0,5.0,54.0
Maruti Suzuki,200000,2011,51000,Petrol,Manual,Orange,Second,Individual,998.0,67.0,90.0,FWD,3620.0,1475.0,1460.0,5.0,35.0
Maruti Suzuki,1011000,2019,74179,Diesel,Automatic,Silver,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Mercedes-Benz,6500000,2020,13000,Diesel,Automatic,Silver,First,Individual,1950.0,192.0,400.0,AWD,4658.0,1890.0,1644.0,5.0,66.0
Maruti Suzuki,1063000,2019,31056,Diesel,Manual,Others,First,Individual,1598.0,118.0,320.0,FWD,4300.0,1765.0,1590.0,5.0,48.0
Maruti Suzuki,675000,2016,49148,Petrol,Automatic,Blue,Second,Individual,1373.0,94.0,130.0,FWD,4265.0,1695.0,1685.0,7.0,45.0
Mercedes-Benz,7475000,2021,13000,Diesel,Automatic,Black,First,Individual,1950.0,192.0,400.0,RWD,5063.0,1860.0,1494.0,5.0,80.0
Mercedes-Benz,7000000,2021,19000,Diesel,Automatic,Black,First,Individual,1950.0,192.0,400.0,AWD,4658.0,1890.0,1644.0,5.0,66.0
Audi,2175000,2015,152000,Diesel,Automatic,White,First,Individual,1968.0,174.0,380.0,AWD,4629.0,1898.0,1653.0,5.0,75.0
Honda,690000,2015,59000,Petrol,Automatic,Silver,First,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Audi,1525000,2016,32000,Diesel,Automatic,Red,First,Individual,1968.0,141.0,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0
Honda,475000,2011,72000,Petrol,Automatic,Gold,First,Individual,2354.0,178.0,222.0,FWD,4950.0,1845.0,1475.0,5.0,70.0
Hyundai,1123000,2017,80000,Diesel,Automatic,Silver,First,Individual,1582.0,126.0,260.0,FWD,4440.0,1729.0,1475.0,5.0,45.0
Maruti Suzuki,990000,2019,21894,Petrol,Automatic,White,First,Individual,1462.0,103.0,138.0,FWD,4395.0,1735.0,1690.0,7.0,45.0
BMW,5250000,2018,21000,Diesel,Automatic,Blue,First,Individual,2993.0,258.0,560.0,RWD,4899.0,2094.0,1464.0,5.0,65.0
Honda,515000,2015,63587,Diesel,Manual,Brown,First,Individual,1498.0,99.0,200.0,FWD,3990.0,1680.0,1505.0,5.0,35.0
Maruti Suzuki,850000,2019,32000,Petrol,Automatic,Grey,First,Individual,1462.0,103.0,138.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,865000,2018,53694,Diesel,Manual,Grey,Second,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Mercedes-Benz,3390000,2015,91100,Diesel,Automatic,Silver,First,Individual,2987.0,258.0,619.0,AWD,5120.0,1934.0,1850.0,7.0,100.0
Audi,1450000,2014,58000,Diesel,Automatic,Black,Second,Individual,1968.0,177.0,380.0,FWD,4915.0,1874.0,1455.0,5.0,65.0
Mahindra,650000,2015,104000,Diesel,Manual,White,First,Individual,2523.0,75.0,200.0,RWD,4456.0,1820.0,1930.0,8.0,60.0
Audi,1175000,2013,50000,Diesel,Automatic,White,First,Individual,1968.0,177.0,380.0,FWD,4701.0,1826.0,1427.0,5.0,63.0
Hyundai,325000,2017,56000,Petrol,Manual,Silver,First,Individual,814.0,55.0,75.0,FWD,3495.0,1550.0,1500.0,5.0,32.0
Renault,525000,2014,48000,Diesel,Manual,Silver,First,Individual,1461.0,84.0,200.0,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,1225000,2021,23000,Petrol,Manual,White,First,Individual,1462.0,103.0,138.0,FWD,4395.0,1735.0,1690.0,7.0,45.0
Mercedes-Benz,4200000,2021,5600,Diesel,Automatic,Grey,UnRegistered Car,Individual,1950.0,147.0,320.0,FWD,4549.0,1796.0,1446.0,5.0,43.0
Hyundai,550000,2015,33000,Petrol,Manual,Red,First,Individual,1197.0,82.0,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
Hyundai,1275000,2019,58900,Diesel,Manual,White,First,Individual,1582.0,126.0,260.0,FWD,4270.0,1780.0,1665.0,5.0,55.0
Land Rover,3900000,2016,20000,Diesel,Automatic,Grey,First,Individual,1999.0,177.0,430.0,AWD,4600.0,2069.0,1690.0,7.0,65.0
Renault,434999,2019,32000,Petrol,Manual,Grey,First,Individual,799.0,53.0,72.0,FWD,3679.0,1579.0,1478.0,5.0,28.0
Maruti Suzuki,775000,2017,71000,Petrol,Manual,Silver,First,Individual,1373.0,94.0,130.0,FWD,4296.0,1695.0,1685.0,7.0,45.0
Hyundai,560000,2017,29000,Petrol,Manual,Grey,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Toyota,1000000,2014,158690,Diesel,Manual,Silver,Second,Individual,2494.0,100.0,200.0,RWD,4585.0,1760.0,1760.0,7.0,55.0
Mercedes-Benz,5000000,2016,61000,Diesel,Automatic,Grey,First,Individual,2987.0,255.0,620.0,AWD,4819.0,2141.0,1796.0,5.0,93.0
Maruti Suzuki,635000,2016,92000,Diesel,Manual,White,Second,Individual,1248.0,89.0,200.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,650000,2020,42000,Petrol,Manual,White,First,Individual,1197.0,89.0,113.0,FWD,3995.0,1735.0,1515.0,5.0,37.0
Datsun,345000,2019,60969,Petrol,Manual,Silver,First,Individual,1198.0,67.0,104.0,FWD,3785.0,1635.0,1485.0,5.0,35.0
Mahindra,865000,2017,93000,Diesel,Manual,White,First,Individual,2179.0,140.0,330.0,FWD,4585.0,1890.0,1785.0,7.0,70.0
Audi,1380000,2014,100000,Diesel,Automatic,Black,First,Individual,1968.0,141.0,320.0,FWD,4701.0,1826.0,1427.0,5.0,63.0
Maruti Suzuki,585000,2018,31000,Petrol,Manual,Brown,First,Individual,1373.0,91.0,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Toyota,690000,2020,55000,Petrol,Manual,Blue,First,Individual,1197.0,82.0,113.0,FWD,3995.0,1745.0,1510.0,5.0,37.0
Maruti Suzuki,380000,2018,68320,CNG,Manual,Silver,First,Individual,998.0,58.0,77.0,FWD,3599.0,1495.0,1700.0,5.0,35.0
Tata,850000,2018,65000,Diesel,Manual,White,First,Individual,2179.0,154.0,400.0,RWD,4788.0,1903.0,1791.0,7.0,60.0
Toyota,1750000,2013,95000,Diesel,Manual,White,Second,Individual,2982.0,169.0,343.0,AWD,4705.0,1840.0,1850.0,7.0,80.0
Maruti Suzuki,275000,2013,85785,Diesel,Manual,Silver,Second,Individual,1248.0,73.0,190.0,FWD,3775.0,1680.0,1620.0,5.0,43.0
Volkswagen,690000,2018,38000,Petrol,Manual,Gold,First,Individual,1598.0,103.0,153.0,FWD,4390.0,1699.0,1467.0,5.0,55.0
Hyundai,1130000,2020,12905,Petrol,Manual,White,First,Individual,998.0,118.0,172.0,FWD,3995.0,1775.0,1505.0,5.0,37.0
Toyota,2295000,2019,26000,Diesel,Automatic,Silver,First,Individual,2755.0,172.0,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Mercedes-Benz,4100000,2021,9000,Petrol,Automatic,Blue,First,Individual,1332.0,161.0,250.0,FWD,4549.0,1796.0,1446.0,5.0,43.0
Tata,725000,2018,65000,Diesel,Manual,White,Second,Individual,1497.0,108.0,260.0,FWD,3994.0,1811.0,1607.0,5.0,44.0
Hyundai,595000,2019,48000,Petrol,Manual,White,First,Individual,1197.0,82.0,115.0,FWD,3985.0,1734.0,1505.0,5.0,40.0
Hyundai,290000,2011,91000,Petrol,Manual,White,First,Individual,1197.0,79.0,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0
Jeep,6100000,2022,15000,Petrol,Automatic,Red,First,Individual,1995.0,268.0,400.0,AWD,4882.0,1894.0,1848.0,5.0,81.0
Mahindra,1080000,2020,52000,Diesel,Manual,White,First,Individual,1497.0,115.0,300.0,FWD,3995.0,1821.0,1627.0,5.0,42.0
Toyota,299000,2013,90000,Diesel,Manual,Blue,Third,Individual,1364.0,68.0,170.0,FWD,4265.0,1695.0,1510.0,5.0,45.0
Maruti Suzuki,575000,2018,58000,Petrol + CNG,Manual,Silver,First,Individual,1197.0,83.0,115.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Honda,390000,2014,67000,Petrol,Automatic,Red,First,Individual,1198.0,87.0,109.0,FWD,3990.0,1680.0,1505.0,5.0,35.0
Mahindra,875000,2015,67000,Diesel,Manual,White,First,Individual,2179.0,120.0,280.0,RWD,4456.0,1820.0,1995.0,8.0,60.0
Hyundai,1175000,2021,37556,Diesel,Manual,White,First,Individual,1396.0,89.0,220.0,FWD,3995.0,1770.0,1605.0,5.0,45.0
Maruti Suzuki,260000,2012,54000,Petrol,Manual,Bronze,First,Individual,998.0,67.0,90.0,FWD,3620.0,1475.0,1460.0,5.0,35.0
Honda,650000,2019,42000,Petrol,Manual,White,First,Individual,1198.0,87.0,109.0,FWD,3990.0,1680.0,1505.0,5.0,35.0
Volkswagen,625000,2017,55000,Petrol,Manual,Bronze,First,Individual,1198.0,74.0,110.0,FWD,3995.0,1682.0,1483.0,5.0,45.0
MG,1725000,2019,23952,Diesel,Manual,Red,First,Individual,1956.0,169.0,350.0,FWD,4655.0,1835.0,1760.0,5.0,60.0
Maruti Suzuki,299000,2015,92000,CNG,Manual,Brown,Second,Individual,998.0,58.0,77.0,FWD,3599.0,1495.0,1700.0,5.0,35.0
Hyundai,375000,2013,34000,Petrol,Automatic,Red,First,Individual,1197.0,79.0,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,639000,2020,44300,Petrol,Automatic,Silver,First,Individual,998.0,67.0,90.0,FWD,3695.0,1600.0,1560.0,5.0,35.0
Maruti Suzuki,591000,2015,65000,Diesel,Manual,White,First,Individual,1248.0,89.0,200.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Mercedes-Benz,4200000,2018,102000,Diesel,Automatic,Black,First,Individual,2143.0,201.0,500.0,AWD,4819.0,2141.0,1796.0,5.0,93.0
Kia,1399000,2021,11000,Petrol,Manual,Silver,First,Individual,1497.0,113.0,144.0,FWD,4315.0,1800.0,1645.0,5.0,50.0
Hyundai,740000,2020,39000,CNG,Manual,Silver,First,Individual,1197.0,68.0,95.0,FWD,3995.0,1680.0,1520.0,5.0,65.0
BMW,1600000,2013,80000,Diesel,Automatic,Blue,Second,Individual,2993.0,258.0,560.0,RWD,4899.0,2094.0,1464.0,5.0,65.0
Honda,250000,2017,132683,Diesel,Manual,Bronze,First,Individual,1498.0,99.0,200.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Renault,625000,2017,81000,Diesel,Manual,White,First,Individual,1461.0,84.0,200.0,FWD,4315.0,1822.0,1695.0,5.0,50.0
BMW,4800000,2019,30000,Diesel,Automatic,Black,First,Individual,1995.0,188.0,400.0,RWD,4936.0,1868.0,1479.0,5.0,65.0
Maruti Suzuki,575000,2015,50599,Petrol,Manual,White,Second,Individual,1197.0,85.0,114.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
BMW,2800000,2017,29000,Diesel,Automatic,Brown,Second,Individual,1995.0,184.0,350.0,RWD,4454.0,2044.0,1545.0,5.0,63.0
Honda,785000,2018,23000,Petrol,Automatic,Red,First,Individual,1199.0,89.0,110.0,FWD,3955.0,1694.0,1544.0,5.0,40.0
Land Rover,4575000,2019,50000,Diesel,Automatic,Blue,First,Individual,2179.0,188.0,420.0,AWD,4600.0,2069.0,1724.0,7.0,65.0
Audi,1950000,2016,84878,Diesel,Automatic,White,Second,Individual,1968.0,174.0,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0
BMW,4800000,2019,31000,Diesel,Automatic,Black,First,Individual,1995.0,188.0,400.0,RWD,4936.0,1868.0,1479.0,5.0,65.0
Toyota,1998999,2019,71063,Diesel,Manual,Silver,First,Individual,2393.0,148.0,343.0,RWD,4735.0,1830.0,1795.0,8.0,55.0
Ford,475000,2016,69001,Petrol,Manual,White,First,Individual,1499.0,110.0,140.0,FWD,3999.0,1765.0,1708.0,5.0,52.0
Hyundai,415000,2014,62000,Diesel,Manual,Silver,Second,Individual,1582.0,126.0,260.0,FWD,4370.0,1700.0,1475.0,5.0,43.0
Hyundai,375000,2012,82000,Diesel,Manual,White,First,Individual,1336.0,89.0,219.744,FWD,3995.0,1710.0,1505.0,5.0,45.0
Toyota,300000,2011,49200,Petrol,Manual,Silver,First,Individual,1496.0,80.0,132.0,FWD,4265.0,1695.0,1510.0,5.0,45.0
Mahindra,1500000,2021,8000,Petrol,Manual,Red,Second,Individual,1997.0,150.0,300.0,AWD,3985.0,1820.0,1844.0,4.0,57.0
Maruti Suzuki,975000,2019,58000,Diesel,Manual,White,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,370000,2015,64000,Petrol,Manual,Grey,First,Individual,998.0,67.0,90.0,FWD,3545.0,1490.0,1475.0,5.0,35.0
Hyundai,250000,2012,48568,Petrol,Manual,White,First,Individual,1086.0,68.0,99.08,FWD,3585.0,1595.0,1550.0,5.0,35.0
Jaguar,3150000,2014,66500,Diesel,Automatic,White,First,Individual,2993.0,271.0,600.0,RWD,5252.0,1899.0,1457.0,5.0,83.0
Mahindra,1115000,2018,58590,Diesel,Manual,Grey,First,Individual,2179.0,153.0,360.0,FWD,4585.0,1890.0,1785.0,7.0,70.0
Maruti Suzuki,299000,2013,47000,Petrol,Manual,Silver,First,Individual,1197.0,85.0,114.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Hyundai,300000,2014,40000,Petrol,Manual,Silver,First,Individual,1197.0,83.0,113.796,FWD,3995.0,1710.0,1505.0,5.0,45.0
Skoda,3325000,2021,13092,Petrol,Automatic,White,First,Individual,1984.0,188.0,320.0,FWD,4869.0,1864.0,1469.0,5.0,66.0
Audi,1950000,2016,57057,Diesel,Automatic,White,First,Individual,1968.0,177.0,380.0,FWD,4701.0,1826.0,1427.0,5.0,63.0
Maruti Suzuki,500000,2015,90000,Diesel,Manual,White,First,Individual,1248.0,74.0,190.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
Hyundai,595000,2015,45000,Petrol,Manual,White,First,Individual,1197.0,82.0,115.0,FWD,3995.0,1760.0,1555.0,5.0,45.0
Maruti Suzuki,484999,2018,44000,Petrol,Automatic,Grey,First,Individual,998.0,67.0,90.0,FWD,3715.0,1635.0,1565.0,5.0,35.0
Mahindra,1700000,2021,17000,Diesel,Manual,Silver,First,Individual,2184.0,130.0,300.0,AWD,3985.0,1820.0,1855.0,4.0,57.0
Maruti Suzuki,579000,2019,50860,Petrol,Manual,Grey,First,Individual,1197.0,82.0,113.0,FWD,3655.0,1620.0,1675.0,5.0,32.0
Ford,3800000,2020,20000,Diesel,Automatic,Black,First,Individual,1996.0,168.0,420.0,RWD,4903.0,1869.0,1837.0,7.0,80.0
Toyota,3290000,2018,51000,Diesel,Automatic,White,First,Individual,2755.0,174.0,450.0,RWD,4795.0,1855.0,1835.0,7.0,80.0
Mercedes-Benz,4250000,2018,24000,Diesel,Automatic,White,First,Individual,1950.0,192.0,400.0,RWD,4686.0,1810.0,1442.0,5.0,66.0
Maruti Suzuki,535000,2017,34908,Petrol,Manual,Grey,First,Corporate,1197.0,83.0,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Renault,775000,2017,67000,Diesel,Automatic,White,First,Individual,1461.0,108.0,248.0,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,345000,2014,19000,Petrol,Automatic,Silver,Second,Individual,998.0,67.0,90.0,FWD,3600.0,1600.0,1560.0,5.0,35.0
Skoda,3400000,2019,30600,Petrol,Automatic,Red,First,Corporate,1984.0,227.0,350.0,FWD,4689.0,1814.0,1496.0,5.0,50.0
BMW,4500000,2018,49500,Diesel,Automatic,Black,First,Individual,1995.0,188.0,400.0,RWD,4936.0,1868.0,1479.0,5.0,65.0
Honda,525000,2016,18800,Petrol,Manual,Grey,First,Individual,1199.0,89.0,110.0,FWD,3955.0,1694.0,1544.0,5.0,40.0
Hyundai,650000,2016,100000,Petrol,Manual,Grey,First,Individual,1197.0,82.0,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
Hyundai,1074000,2017,50050,Petrol,Automatic,White,First,Individual,1591.0,122.0,154.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Hyundai,1750000,2021,14000,Diesel,Manual,Black,First,Individual,1582.0,126.0,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Nissan,590000,2014,55000,Diesel,Manual,Grey,Second,Individual,1461.0,84.0,200.0,FWD,4331.0,1822.0,1671.0,5.0,50.0
Ford,7990000,2018,23000,Petrol,Automatic,Yellow,First,Individual,4951.0,396.0,515.0,RWD,4784.0,2080.0,1391.0,4.0,60.9
Hyundai,1725000,2020,35000,Diesel,Manual,White,First,Individual,1493.0,113.0,250.0,FWD,4300.0,1790.0,1635.0,5.0,50.0
Maruti Suzuki,630000,2019,20734,Petrol,Automatic,Silver,First,Individual,998.0,67.0,90.0,FWD,3695.0,1600.0,1560.0,5.0,35.0
Mercedes-Benz,6975000,2020,15200,Diesel,Automatic,White,First,Individual,1950.0,241.0,500.0,RWD,4988.0,1890.0,1435.0,5.0,66.0
Toyota,1375000,2013,83000,Diesel,Manual,White,First,Individual,2982.0,169.0,343.0,RWD,4705.0,1840.0,1850.0,7.0,80.0
Honda,425000,2014,75000,Diesel,Manual,Brown,First,Individual,1498.0,99.0,200.0,FWD,3990.0,1680.0,1505.0,5.0,35.0
Toyota,2196000,2019,42794,Diesel,Automatic,White,First,Individual,2755.0,172.0,360.0,RWD,4735.0,1830.0,1795.0,8.0,55.0
Mercedes-Benz,6300000,2020,40000,Diesel,Automatic,Silver,First,Corporate,1950.0,161.0,380.0,RWD,5140.0,1928.0,1901.0,6.0,57.0
Audi,2950000,2018,17300,Diesel,Automatic,Red,First,Individual,1968.0,141.0,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0
Mahindra,985000,2017,68000,Diesel,Manual,White,First,Individual,2179.0,120.0,280.0,RWD,4456.0,1820.0,1995.0,8.0,60.0
Hyundai,750000,2019,43600,Petrol,Automatic,White,First,Individual,998.0,118.0,172.0,FWD,3995.0,1770.0,1605.0,5.0,45.0
Maruti Suzuki,450000,2018,43000,Petrol,Manual,White,First,Individual,998.0,67.7,90.0,FWD,3636.0,1475.0,1670.0,5.0,35.0
Maruti Suzuki,849000,2021,17283,Petrol,Manual,White,First,Individual,1462.0,103.0,138.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,430000,2014,59000,Petrol,Manual,Blue,First,Individual,1197.0,85.0,114.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,740000,2017,88000,Diesel,Manual,White,First,Individual,1248.0,89.0,200.0,FWD,4296.0,1695.0,1685.0,7.0,45.0
BMW,12500000,2021,9500,Petrol,Automatic,White,First,Individual,2998.0,335.0,450.0,AWD,5151.0,2000.0,1805.0,6.0,83.0
Hyundai,1260000,2018,36000,Petrol,Automatic,Grey,First,Individual,1591.0,122.0,151.0,FWD,4270.0,1780.0,1665.0,5.0,55.0
Renault,250000,2017,32000,Petrol,Manual,White,First,Individual,799.0,53.0,72.0,FWD,3679.0,1579.0,1478.0,5.0,28.0
Hyundai,975000,2018,53300,Petrol,Automatic,Grey,First,Individual,1591.0,121.0,151.0,FWD,4440.0,1729.0,1475.0,5.0,45.0
Audi,4151000,2022,1,Petrol,Automatic,Black,UnRegistered Car,Individual,1984.0,188.0,320.0,FWD,4762.0,1847.0,1433.0,5.0,54.0
BMW,3250000,2020,32005,Diesel,Automatic,Blue,Second,Individual,1995.0,184.0,380.0,RWD,4454.0,1798.0,1545.0,5.0,61.0
Ford,3450000,2018,35000,Diesel,Automatic,White,First,Individual,3198.0,197.0,470.0,AWD,4892.0,1860.0,1837.0,7.0,80.0
BMW,6680000,2022,18223,Petrol,Automatic,Blue,First,Individual,1998.0,248.0,350.0,AWD,4708.0,1891.0,1676.0,5.0,60.0
Mahindra,600000,2016,92000,Diesel,Manual,White,Second,Individual,1493.0,84.0,230.0,RWD,3995.0,1835.0,1839.0,7.0,60.0
Hyundai,1465000,2019,22000,Petrol,Automatic,Silver,Second,Individual,1999.0,150.0,192.0,FWD,4570.0,1800.0,1465.0,5.0,50.0
Hyundai,475000,2014,62000,Petrol,Manual,Silver,First,Individual,1591.0,121.0,158.0,FWD,4370.0,1700.0,1475.0,5.0,43.0
Renault,1000000,2022,4000,Petrol,Automatic,White,Second,Individual,999.0,71.0,96.0,FWD,3991.0,1750.0,1605.0,5.0,40.0
Toyota,1850000,2016,72000,Diesel,Automatic,White,First,Individual,2755.0,172.0,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Maruti Suzuki,570000,2015,60798,Petrol,Manual,White,First,Individual,1373.0,91.0,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Hyundai,770000,2016,20000,Petrol,Automatic,White,First,Individual,1591.0,121.0,158.0,FWD,4375.0,1700.0,1475.0,5.0,43.0
Honda,1040000,2019,18000,Petrol,Automatic,Brown,First,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mahindra,675000,2014,78000,Diesel,Manual,White,Second,Individual,2179.0,120.0,290.0,RWD,4430.0,1817.0,1975.0,8.0,60.0
Maruti Suzuki,450000,2014,52000,Petrol,Manual,Silver,First,Individual,1197.0,85.0,114.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
