STREET,LT_SHAPE,LND_CNTR,UTLS,LND_SLOPE,BLDG_TYPE,HOUSE_STYLE,OVER_QUAL,RF_STYLE,EXT_QUAL,FNDATN,HEATING,CNTRL_AIR,ELEC,GR_LIV_AREA,FL_BATH,HF_BATH,TTL_RMS_ABV_GRD,FIRE_PLCS,GAR_TYPE,GAR_CARS,PVD_DR,MO_SOLD,SALE_TYPE,SALE_COND,SALE_PRICE
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,TA,PConc,GasA,Y,SBrkr,1501,2,1,6,1,Attchd,2.0,Y,5,WD ,Normal,165600
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Hip,TA,PConc,GasA,Y,SBrkr,1632,2,1,8,1,Attchd,2.0,Y,6,WD ,Normal,176500
Pave,IR1,Lvl,AllPub,Gtl,TwnhsE,1Story,8,Gable,TA,CBlock,GasA,Y,SBrkr,1204,2,0,5,0,Attchd,2.0,Y,8,WD ,Normal,130000
Pave,IR1,Lvl,AllPub,Gtl,TwnhsE,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1767,2,0,5,1,Attchd,2.0,Y,6,WD ,Normal,239000
Pave,IR1,Low,AllPub,Mod,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1742,2,0,5,1,Attchd,2.0,Y,12,WD ,Normal,275000
Pave,IR1,HLS,AllPub,Gtl,1Fam,2Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,2798,3,1,11,1,BuiltIn,3.0,Y,3,New,Partial,457347
Pave,IR1,HLS,AllPub,Gtl,1Fam,2Story,10,Hip,Ex,PConc,GasA,Y,SBrkr,3390,3,1,10,1,BuiltIn,3.0,Y,9,New,Partial,545224
Pave,IR1,HLS,AllPub,Gtl,1Fam,2Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,2473,2,1,11,1,BuiltIn,3.0,Y,7,New,Partial,356383
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,2868,3,1,11,1,BuiltIn,3.0,Y,7,New,Partial,556581
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Hip,Ex,PConc,GasA,Y,SBrkr,2576,2,1,10,1,BuiltIn,3.0,Y,7,New,Partial,361919
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,10,Hip,Ex,PConc,GasA,Y,SBrkr,2698,2,1,11,1,Attchd,3.0,Y,7,New,Partial,535000
Pave,IR1,HLS,AllPub,Gtl,1Fam,2Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,2795,3,1,10,1,BuiltIn,3.0,Y,1,New,Partial,401179
Pave,IR2,HLS,AllPub,Gtl,1Fam,2Story,10,Hip,Ex,PConc,GasA,Y,SBrkr,2945,3,1,10,1,BuiltIn,3.0,Y,10,New,Partial,438780
Pave,IR2,Lvl,AllPub,Gtl,1Fam,2Story,5,Gable,TA,Slab,GasA,Y,SBrkr,2320,2,0,7,1,Attchd,2.0,P,5,WD ,Normal,169000
Pave,Reg,Bnk,AllPub,Gtl,2fmCon,1Story,5,Hip,TA,CBlock,GasA,N,SBrkr,1056,1,0,5,0,Attchd,2.0,Y,1,WD ,Normal,145000
Pave,Reg,HLS,AllPub,Gtl,TwnhsE,1Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,1714,2,0,7,1,Attchd,2.0,Y,8,WD ,Normal,318000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1826,2,0,7,1,Attchd,3.0,Y,8,New,Partial,319000
Pave,IR1,HLS,AllPub,Gtl,1Fam,1Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,2000,2,1,8,2,Attchd,3.0,Y,9,WD ,Normal,470000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,CBlock,GasA,Y,SBrkr,1621,2,0,8,0,Attchd,2.0,Y,5,WD ,Normal,202500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1.5Fin,7,Gable,Gd,PConc,GasA,Y,SBrkr,2183,2,1,9,0,Attchd,3.0,Y,2,WD ,Normal,229000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,TA,CBlock,GasA,Y,SBrkr,2263,2,1,9,1,Attchd,2.0,Y,3,WD ,Normal,235000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,TA,PConc,GasA,Y,SBrkr,1574,2,1,6,1,Attchd,2.0,Y,7,WD ,Normal,190000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,SFoyer,6,Gable,TA,CBlock,GasA,Y,SBrkr,1102,1,0,5,1,Attchd,2.0,Y,6,WD ,Normal,169000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,TA,CBlock,GasA,Y,SBrkr,1872,2,0,6,1,Attchd,2.0,Y,6,WD ,Normal,241500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,TA,CBlock,GasA,Y,SBrkr,1857,2,1,8,1,Attchd,2.0,Y,7,WD ,Normal,188900
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,1686,2,0,7,1,Attchd,2.0,Y,5,WD ,Normal,207500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,TA,CBlock,GasA,Y,SBrkr,2784,3,1,12,2,Attchd,2.0,Y,7,WD ,Normal,250000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,1552,2,1,6,1,Attchd,2.0,Y,2,WD ,Normal,179900
Pave,IR1,Lvl,AllPub,Gtl,1Fam,SFoyer,7,Gable,Gd,CBlock,GasA,Y,SBrkr,1083,1,0,5,1,Attchd,2.0,Y,7,WD ,Normal,172000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,2318,2,1,8,1,BuiltIn,2.0,Y,6,New,Partial,294323
Pave,Reg,Lvl,AllPub,Gtl,1Fam,SLvl,6,Gable,TA,CBlock,GasA,Y,SBrkr,1875,3,0,8,1,Attchd,2.0,Y,6,WD ,Normal,184500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,1074,1,1,6,0,Attchd,2.0,Y,7,WD ,Normal,153500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,TA,PConc,GasA,Y,SBrkr,1664,2,1,8,1,Attchd,2.0,Y,3,WD ,Normal,162900
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,6,Hip,TA,CBlock,GasA,Y,SBrkr,1309,1,1,5,1,Attchd,2.0,Y,1,WD ,Normal,181000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,1103,2,0,6,0,Attchd,2.0,Y,6,WD ,Normal,155000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,1096,1,0,6,0,Attchd,1.0,Y,3,WD ,Abnorml,138800
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,4,Gable,TA,CBlock,GasA,Y,SBrkr,864,1,0,5,0,Attchd,1.0,Y,7,Oth,Abnorml,116050
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,4,Gable,TA,CBlock,GasA,Y,SBrkr,874,1,0,5,0,Detchd,2.0,Y,3,WD ,Normal,97500
Pave,IR2,Lvl,AllPub,Gtl,TwnhsE,1Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1419,2,0,4,0,Attchd,2.0,Y,9,WD ,Normal,190000
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,2Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,1092,1,1,6,0,Detchd,2.0,Y,12,WD ,Normal,105500
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,2Story,5,Gable,TA,CBlock,GasA,Y,SBrkr,1365,1,1,7,1,Attchd,2.0,Y,6,WD ,Normal,125500
Pave,Reg,Lvl,AllPub,Gtl,Twnhs,2Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,987,1,1,5,0,Detchd,1.0,Y,6,WD ,Normal,83000
Pave,Reg,Lvl,AllPub,Gtl,Twnhs,2Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,1030,1,1,6,0,Detchd,1.0,Y,7,WD ,Normal,116000
Pave,Reg,Lvl,AllPub,Gtl,Twnhs,2Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,1218,1,1,7,0,Detchd,1.0,Y,5,WD ,Normal,118000
Pave,Reg,Lvl,AllPub,Gtl,Twnhs,2Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,948,1,1,5,0,Detchd,1.0,Y,7,WD ,Normal,89000
Pave,Reg,Lvl,AllPub,Gtl,Twnhs,2Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,1092,1,1,6,0,Detchd,1.0,Y,10,WD ,Normal,108000
Pave,Reg,Lvl,AllPub,Gtl,Twnhs,2Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,987,1,1,5,1,Attchd,1.0,Y,6,WD ,Normal,94500
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,1069,2,0,4,1,Attchd,2.0,Y,7,WD ,Normal,146300
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,5,Hip,TA,CBlock,GasA,Y,SBrkr,1387,1,0,6,1,Attchd,1.0,Y,9,WD ,Normal,145000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,SFoyer,5,Gable,TA,CBlock,GasA,Y,SBrkr,900,1,0,6,1,Attchd,1.0,Y,12,WD ,Normal,123000
Pave,Reg,Lvl,AllPub,Gtl,Twnhs,1Story,7,Gable,TA,CBlock,GasA,Y,SBrkr,1055,2,0,4,0,Attchd,1.0,Y,4,WD ,Normal,137500
Pave,Reg,Lvl,AllPub,Gtl,Twnhs,2Story,6,Gable,TA,CBlock,GasA,Y,SBrkr,1456,2,1,6,1,Attchd,2.0,Y,7,WD ,Normal,144000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,1980,2,0,8,1,Attchd,3.0,Y,9,WD ,Normal,315000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,2589,2,1,11,1,Attchd,3.0,Y,8,New,Partial,412083
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,9,Gable,TA,PConc,GasA,Y,SBrkr,2596,3,1,9,0,Attchd,3.0,Y,9,New,Partial,342643
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1618,2,0,6,1,Attchd,3.0,Y,7,WD ,Normal,252000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,10,Gable,Ex,PConc,GasA,Y,SBrkr,2076,2,1,7,1,Attchd,3.0,Y,9,New,Partial,465000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Hip,Gd,PConc,GasA,Y,SBrkr,1740,2,0,8,0,Attchd,3.0,Y,9,New,Partial,293000
Pave,IR1,HLS,AllPub,Mod,1Fam,1Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,1868,2,0,7,1,Attchd,3.0,Y,6,WD ,Normal,415000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,1850,2,0,8,1,Attchd,3.0,Y,3,WD ,Normal,326000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2376,3,1,9,1,BuiltIn,3.0,Y,11,New,Partial,325300
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2452,3,1,9,1,BuiltIn,3.0,Y,9,WD ,Normal,309000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,2206,2,1,10,1,BuiltIn,3.0,Y,8,New,Partial,300000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2098,2,1,8,1,Attchd,3.0,Y,3,WD ,Normal,275500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,9,Gable,Ex,PConc,GasA,Y,SBrkr,2091,2,1,8,1,Attchd,2.0,Y,5,New,Partial,338500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,2324,3,0,11,2,BuiltIn,3.0,Y,7,New,Partial,345000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2253,2,1,8,1,Attchd,2.0,Y,7,New,Partial,344133
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2389,2,1,10,1,BuiltIn,3.0,Y,11,New,Partial,298236
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,2358,2,1,10,1,BuiltIn,3.0,Y,8,New,Partial,329900
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,9,Gable,Gd,PConc,GasA,Y,SBrkr,1944,2,0,8,3,Attchd,3.0,Y,11,WD ,Normal,360000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1970,2,1,8,1,BuiltIn,3.0,Y,10,New,Partial,281000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,9,Gable,Ex,PConc,GasA,Y,SBrkr,1792,2,0,6,1,Attchd,3.0,Y,3,New,Partial,372397
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,1780,2,0,7,1,Attchd,3.0,Y,8,WD ,Normal,378000
Pave,IR1,HLS,AllPub,Gtl,1Fam,1Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,1792,2,0,6,1,Attchd,3.0,Y,8,WD ,Normal,374000
Pave,IR2,Lvl,AllPub,Gtl,1Fam,2Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,2728,2,1,10,2,Attchd,3.0,Y,4,New,Partial,437154
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1904,2,1,8,1,BuiltIn,2.0,Y,6,WD ,Normal,275000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1914,2,1,9,1,BuiltIn,3.0,Y,2,WD ,Normal,279000
Pave,IR1,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1364,2,0,6,1,Attchd,2.0,Y,6,WD ,Normal,185850
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,1565,2,0,6,1,Attchd,2.0,Y,3,WD ,Normal,282500
Pave,IR1,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1368,2,0,6,1,Attchd,2.0,Y,9,New,Partial,202500
Pave,IR1,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1368,2,0,6,1,Attchd,2.0,Y,3,New,Partial,202665
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,1686,2,0,6,1,Attchd,3.0,Y,6,New,Partial,332200
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,9,Hip,Ex,PConc,GasA,Y,SBrkr,1666,2,0,6,1,Attchd,2.0,Y,6,New,Partial,310090
Pave,IR1,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1405,2,0,6,1,Attchd,2.0,Y,3,WD ,Normal,171750
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1316,2,0,6,1,Attchd,2.0,Y,10,New,Partial,169990
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1456,2,1,8,1,Attchd,2.0,Y,2,New,Partial,170440
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1492,2,1,8,0,Attchd,2.0,Y,9,New,Partial,169985
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1496,2,1,7,1,Attchd,2.0,Y,9,New,Partial,179665
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1863,2,1,9,1,BuiltIn,3.0,Y,11,New,Partial,219210
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1326,2,0,6,0,Attchd,2.0,Y,7,New,Partial,174190
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1456,2,1,8,0,Attchd,2.0,Y,5,New,Partial,172785
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2373,2,1,9,1,BuiltIn,3.0,Y,6,New,Partial,258000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1492,2,1,8,0,Attchd,2.0,Y,10,New,Partial,185101
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1364,2,0,6,1,Attchd,2.0,Y,11,New,Partial,210250
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1557,2,0,7,1,Attchd,2.0,Y,10,WD ,Normal,234000
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1456,2,0,7,1,Attchd,2.0,Y,5,WD ,Normal,215000
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1511,2,0,5,1,Attchd,2.0,Y,5,WD ,Normal,246990
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Hip,Gd,PConc,GasA,Y,SBrkr,1414,2,0,6,1,Attchd,2.0,Y,5,WD ,Normal,178740
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Hip,Gd,PConc,GasA,Y,SBrkr,1548,2,0,7,1,Attchd,2.0,Y,9,WD ,Normal,225000
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1248,2,0,5,0,Attchd,2.0,Y,3,New,Partial,167240
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1142,2,0,6,0,Attchd,2.0,Y,6,New,Partial,156820
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1506,2,0,6,1,Attchd,2.0,Y,4,WD ,Normal,213490
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,1567,2,0,7,1,Attchd,3.0,Y,10,New,Partial,264561
Pave,Reg,Lvl,AllPub,Gtl,TwnhsE,1Story,7,Hip,Gd,PConc,GasA,Y,SBrkr,1500,2,0,6,1,Attchd,3.0,Y,10,New,Partial,246578
Pave,IR3,Lvl,AllPub,Gtl,1Fam,2Story,5,Gable,Gd,PConc,GasA,Y,SBrkr,1838,2,1,7,1,BuiltIn,2.0,Y,7,WD ,Normal,192140
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1509,2,1,7,1,Attchd,2.0,Y,6,WD ,Normal,183200
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1414,2,1,6,1,Attchd,2.0,Y,10,WD ,Normal,178000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1598,2,1,7,1,Attchd,2.0,Y,7,WD ,Normal,201490
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1936,2,1,7,1,Attchd,2.0,Y,11,WD ,Normal,230500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1509,2,1,8,1,Attchd,2.0,Y,7,WD ,Normal,180000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,TA,PConc,GasA,Y,SBrkr,1664,2,1,7,1,Attchd,2.0,Y,1,WD ,Normal,172400
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,TA,PConc,GasA,Y,SBrkr,1889,2,1,9,1,Attchd,2.0,Y,4,WD ,Normal,215000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1886,2,1,10,1,Attchd,2.0,Y,7,WD ,Normal,199900
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,TA,PConc,GasA,Y,SBrkr,1671,2,1,7,1,Attchd,2.0,Y,2,WD ,Normal,173000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,2322,3,1,8,0,Attchd,3.0,Y,8,New,Partial,287602
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,2291,2,1,8,1,BuiltIn,2.0,Y,2,WD ,Normal,230000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2392,2,1,7,1,Attchd,3.0,Y,6,WD ,Normal,348000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1976,2,1,7,1,Attchd,3.0,Y,2,WD ,Normal,286000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2234,2,1,7,1,BuiltIn,3.0,Y,6,WD ,Normal,300000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,10,Hip,Gd,PConc,GasA,Y,SBrkr,3627,3,1,10,1,Attchd,3.0,Y,7,WD ,Normal,625000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,9,Gable,Gd,PConc,GasA,Y,SBrkr,2855,2,1,9,1,Attchd,3.0,Y,3,WD ,Normal,405000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1924,2,1,7,1,Attchd,2.0,Y,6,WD ,Normal,280000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,2263,2,1,10,1,BuiltIn,2.0,Y,7,WD ,Abnorml,258000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,2726,2,1,9,1,Attchd,3.0,Y,6,WD ,Normal,350000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,9,Hip,Gd,PConc,GasA,Y,SBrkr,3500,3,1,11,1,Attchd,3.0,Y,5,WD ,Normal,584500
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2494,2,1,9,1,Attchd,3.0,Y,6,WD ,Normal,321000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,2526,2,1,8,1,Attchd,3.0,Y,12,WD ,Normal,290000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2799,2,1,8,1,Attchd,3.0,Y,10,WD ,Normal,315000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1964,2,1,8,1,BuiltIn,2.0,Y,1,New,Partial,252000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1670,2,1,6,1,Attchd,3.0,Y,9,New,Partial,336820
Pave,IR2,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,2097,1,1,8,1,Attchd,3.0,Y,1,New,Partial,423000
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,8,Hip,Gd,PConc,GasA,Y,SBrkr,1660,2,0,8,1,Attchd,2.0,Y,5,New,Partial,290000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1616,2,0,7,0,Attchd,3.0,Y,4,WD ,Normal,232000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1504,2,0,7,0,Attchd,2.0,Y,9,New,Partial,199000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1278,2,0,5,0,Attchd,2.0,Y,10,New,Partial,198600
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,9,Gable,Gd,PConc,GasA,Y,SBrkr,2640,3,1,11,1,Attchd,3.0,Y,11,New,Partial,405749
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1489,2,0,7,1,Attchd,2.0,Y,6,New,Partial,232600
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,8,Gable,Gd,PConc,GasA,Y,SBrkr,1939,2,1,8,1,Attchd,3.0,Y,8,New,Partial,266000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1553,2,1,6,0,Attchd,2.0,Y,3,New,Partial,186500
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1716,2,1,7,0,Attchd,2.0,Y,2,WD ,Normal,200825
Pave,Reg,Lvl,AllPub,Gtl,1Fam,2Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1576,2,1,6,0,Attchd,2.0,Y,8,New,Partial,197000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,6,Gable,Gd,PConc,GasA,Y,SBrkr,1262,2,0,5,0,Attchd,2.0,Y,5,New,Partial,185000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1266,2,0,6,1,Attchd,2.0,Y,4,WD ,Normal,176000
Pave,Reg,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1301,2,0,5,1,Attchd,2.0,Y,8,New,Partial,187750
Pave,IR1,Lvl,AllPub,Gtl,1Fam,1Story,7,Gable,Gd,PConc,GasA,Y,SBrkr,1400,2,0,6,0,Attchd,2.0,Y,10,New,Partial,186800
